Hasse Diagram of [(5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(3, 1), (3, 2), (3, 3), (3, 4), (4, 2), (4, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 4), (2, 3), (3, 3), (4, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (1, 4), (1, 5), (2, 3), (3, 2), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (1, 4), (3, 1), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (2, 3), (3, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (4, 1), (4, 3), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(3, 4), (4, 4), (5, 1), (5, 2), (5, 3), (5, 4)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(3, 3), (3, 4), (4, 2), (4, 3), (5, 1), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (1, 4), (3, 2), (3, 4), (4, 1), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (2, 2), (3, 2), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,D
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (3, 1), (3, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (3, 2), (3, 3), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: C,D,D
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (3, 2), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E,E
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (4, 1), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 2), (2, 1), (2, 2), (4, 1), (4, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(3, 2), (3, 3), (3, 4), (4, 2), (4, 4), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 3), (2, 4), (3, 1), (3, 2), (3, 3), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 4), (3, 1), (3, 2), (3, 3), (3, 4), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (2, 4), (5, 2), (5, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (4, 2), (4, 3), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(3, 2), (3, 3), (3, 4), (4, 4), (5, 1), (5, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (5, 1), (5, 3), (5, 4)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: C,D,D
Hasse Diagram of [(3, 2), (3, 3), (3, 4), (4, 2), (4, 4), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (2, 1), (2, 2), (3, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (3, 3), (4, 1), (4, 2), (4, 3), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (1, 4), (4, 3), (4, 4), (5, 1), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (3, 3), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (2, 2), (3, 1), (3, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (3, 1), (3, 3), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,D
Hasse Diagram of [(1, 4), (1, 5), (3, 1), (3, 2), (3, 3), (3, 5)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(2, 2), (2, 3), (3, 1), (3, 3), (4, 1), (4, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (1, 4), (3, 4), (4, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (2, 1), (2, 4), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (4, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (3, 2), (3, 3), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (3, 1), (3, 2), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (3, 1), (3, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (3, 2), (3, 3), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E,F,C
Hasse Diagram of [(2, 2), (3, 1), (3, 2), (4, 1), (4, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 4), (2, 1), (2, 2), (2, 3), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 3), (1, 4), (2, 3), (3, 1), (3, 2), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(3, 3), (3, 4), (3, 5), (4, 2), (4, 4), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (2, 1), (3, 1), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 3), (3, 2), (3, 3), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 1), (2, 2), (2, 3), (2, 4), (5, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: E,E
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: E,E,C
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (3, 1), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (3, 2), (3, 3), (4, 1), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(2, 3), (3, 3), (4, 1), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 3), (3, 2), (3, 3), (5, 1), (5, 2), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(2, 3), (3, 3), (4, 2), (4, 3), (5, 1), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (1, 4), (4, 2), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (2, 3), (3, 1), (3, 2), (3, 3), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (1, 4), (3, 3), (4, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (1, 4), (3, 2), (3, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: C,D,D
Hasse Diagram of [(3, 2), (3, 3), (3, 4), (4, 1), (4, 2), (4, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (2, 4), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 3), (1, 4), (2, 4), (3, 3), (4, 2), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (1, 4), (1, 5), (2, 1), (2, 2), (2, 5)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (1, 4), (2, 1), (2, 2), (2, 3), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 4), (3, 3), (3, 4), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 2), (2, 3), (3, 1), (3, 2), (4, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (3, 1), (3, 2), (3, 3), (5, 2), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (1, 3), (4, 1), (4, 3), (5, 1), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,F,D
Hasse Diagram of [(1, 2), (1, 3), (2, 2), (3, 1), (3, 2), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (5, 1), (5, 2), (5, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 1), (1, 2), (2, 2), (3, 2), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (2, 4), (3, 1), (3, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,C,D
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (3, 3), (4, 1), (4, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (2, 3), (4, 3), (5, 1), (5, 2), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 4), (3, 4), (5, 1), (5, 2), (5, 3), (5, 4)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 2), (2, 3), (3, 2), (3, 3), (4, 3), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(3, 3), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (3, 2), (3, 3), (4, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: E,F,C,E
Hasse Diagram of [(2, 2), (2, 3), (2, 4), (3, 1), (3, 4), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 4), (3, 3), (3, 4), (4, 4), (5, 1), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (3, 3), (4, 2), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 4), (4, 2), (4, 3), (4, 4), (5, 1), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 4), (4, 1), (4, 2), (4, 3), (4, 4), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (3, 1), (3, 2), (4, 1), (4, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (1, 3), (2, 1), (2, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (3, 4), (4, 3), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,C,D
Hasse Diagram of [(2, 2), (3, 2), (4, 1), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 2), (2, 2), (3, 1), (3, 2), (4, 2), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(2, 3), (3, 2), (4, 1), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(2, 3), (2, 4), (3, 2), (3, 3), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (3, 1), (3, 2), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (3, 1), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 1), (2, 2), (2, 3), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (3, 2), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (1, 4), (2, 1), (2, 2), (2, 3), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 4), (3, 3), (3, 4), (4, 4), (5, 1), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (4, 1), (4, 2), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,C
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (3, 2), (3, 3), (4, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: E,F,C,E
Hasse Diagram of [(1, 4), (3, 3), (3, 4), (4, 2), (4, 3), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (3, 1), (3, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 2), (1, 3), (2, 2), (2, 3), (3, 1), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 4), (3, 1), (3, 2), (3, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(3, 2), (3, 3), (4, 2), (4, 3), (5, 1), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 1), (1, 2), (2, 1), (2, 2), (4, 2), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D,D,D,D
Hasse Diagram of [(2, 3), (2, 4), (4, 2), (4, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (3, 3), (4, 2), (4, 3), (5, 1), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (3, 2), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (4, 1), (4, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (3, 3), (4, 1), (4, 2), (4, 3), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 4), (3, 4), (4, 2), (4, 3), (4, 4), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (3, 1), (3, 2), (3, 3), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (1, 4), (3, 3), (4, 1), (4, 2), (4, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (3, 1), (3, 2), (4, 1), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 4), (3, 3), (4, 1), (4, 2), (4, 3), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (3, 1), (3, 2), (3, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 4), (3, 4), (4, 3), (5, 1), (5, 2), (5, 3)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (2, 2), (3, 1), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 2), (1, 3), (2, 3), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 4), (2, 2), (2, 3), (3, 1), (3, 3), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (3, 1), (3, 2), (5, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (2, 2), (2, 3), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,D,C
Hasse Diagram of [(2, 3), (3, 1), (3, 2), (3, 3), (4, 3), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (3, 1), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 4), (3, 2), (3, 3), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (2, 2), (3, 1), (3, 2), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 2), (2, 3), (3, 3), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(2, 3), (2, 4), (3, 2), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 2), (2, 3), (3, 1), (3, 3), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (2, 1), (2, 3), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (1, 4), (3, 1), (3, 2), (3, 3), (3, 4)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(2, 2), (2, 3), (3, 1), (3, 2), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (2, 1), (2, 2), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D
Hasse Diagram of [(2, 4), (3, 4), (4, 3), (4, 4), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (1, 4), (2, 2), (3, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(2, 2), (2, 3), (3, 1), (3, 3), (4, 1), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 4), (2, 3), (3, 1), (3, 2), (3, 3), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 3), (1, 4), (2, 1), (2, 2), (2, 4), (3, 4)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,D,D
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (3, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (3, 1), (3, 2), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D,F
Hasse Diagram of [(1, 2), (1, 3), (2, 1), (2, 2), (4, 2), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (2, 2), (3, 2), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 5), (2, 2), (2, 3), (2, 4), (3, 1), (4, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 2), (1, 3), (2, 2), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 4), (2, 3), (3, 1), (3, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 3), (2, 3), (3, 2), (3, 3), (5, 1), (5, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (1, 4), (2, 4), (3, 1), (3, 2), (3, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(2, 2), (2, 3), (2, 4), (3, 1), (3, 3), (3, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: F,E,C
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (3, 3), (4, 3), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (3, 2), (4, 1), (4, 2)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: F,F
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (3, 4), (4, 3), (5, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,C,D
Hasse Diagram of [(1, 2), (1, 3), (2, 2), (2, 3), (4, 1), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,D
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (2, 2), (4, 2), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D,D
Hasse Diagram of [(1, 4), (1, 5), (2, 2), (2, 3), (2, 4), (3, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (1, 4), (2, 1), (2, 2), (2, 3), (3, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 3), (1, 4), (4, 1), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (1, 5), (4, 1), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D
Hasse Diagram of [(1, 3), (1, 4), (2, 2), (3, 1), (4, 1), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (2, 2), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D,D
Hasse Diagram of [(3, 1), (3, 2), (3, 3), (3, 4), (4, 1), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 2), (1, 3), (1, 4), (4, 1), (4, 4), (5, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 2), (2, 3), (2, 4), (3, 1), (3, 3), (3, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Fails: F,E,C
Hasse Diagram of [(1, 4), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 3), (2, 2), (3, 2), (4, 2), (5, 1), (5, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 2), (2, 3), (3, 2), (3, 3), (4, 1), (4, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 1), (2, 2), (2, 3), (2, 4), (3, 1), (3, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: E
Hasse Diagram of [(1, 2), (1, 3), (3, 3), (4, 2), (4, 3), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 4), (2, 4), (3, 2), (3, 3), (4, 3), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (3, 1), (3, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: F
Hasse Diagram of [(1, 3), (1, 4), (2, 4), (3, 4), (4, 1), (4, 2)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (3, 1), (3, 2), (3, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: C,D,D
Hasse Diagram of [(2, 3), (2, 4), (3, 1), (3, 2), (3, 4), (5, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(2, 2), (2, 3), (3, 1), (3, 2), (3, 3), (4, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (3, 2), (4, 1), (4, 2)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(1, 1), (1, 2), (1, 3), (1, 4), (3, 2), (3, 4)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D,C,D
Hasse Diagram of [(1, 4), (2, 3), (3, 2), (3, 3), (5, 1), (5, 3)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 4), (2, 2), (2, 3), (2, 4), (4, 1), (4, 3)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: E
Hasse Diagram of [(2, 2), (2, 3), (2, 4), (5, 1), (5, 2), (5, 4)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
Hasse Diagram of [(1, 3), (2, 1), (2, 2), (2, 3), (3, 3), (4, 1)]. Bounded: True. Ranked: True ||| Conjecture Result: Fails: D,D
Hasse Diagram of [(1, 3), (2, 2), (2, 3), (4, 1), (4, 2), (5, 1)]. Bounded: True. Ranked: False ||| Conjecture Result: Fails: 
Hasse Diagram of [(2, 4), (3, 2), (3, 3), (3, 4), (4, 4), (5, 1)]. Bounded: False. Ranked: False ||| Conjecture Result: Meets conditions
